CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment
13772,34,3,1132.13,3,3,4,334,0,At Risk
13774,82,1,345.0,2,1,2,212,0,At Risk
13777,1,33,25977.16,5,5,5,555,3,Promising
13778,103,1,178.7,2,1,1,211,0,At Risk
13780,7,2,360.01,5,2,2,522,0,At Risk
13781,251,1,127.84,1,1,1,111,2,Lost
13782,13,6,912.0,5,5,3,553,0,At Risk
13784,10,11,2462.79,5,5,5,555,0,At Risk
13786,367,1,230.4,1,1,1,111,2,Lost
13787,76,2,309.04,2,2,2,222,0,At Risk
13790,4,1,348.79999999999995,5,1,2,512,0,At Risk
13791,128,2,1516.0,2,2,4,224,0,At Risk
13792,66,2,195.55,3,2,1,321,0,At Risk
13798,1,57,37153.85,5,5,5,555,3,Promising
13799,117,2,688.86,2,2,3,223,0,At Risk
13800,310,1,558.32,1,1,3,113,2,Lost
13801,67,1,324.8,3,1,2,312,0,At Risk
13802,139,3,4599.42,2,3,5,235,0,At Risk
13803,255,1,277.07,1,1,2,112,2,Lost
13804,31,7,2635.79,4,5,5,455,0,At Risk
13805,52,2,924.6,3,2,3,323,0,At Risk
13806,64,1,256.38,3,1,2,312,0,At Risk
13807,367,1,112.6,1,1,1,111,2,Lost
13808,6,5,1747.66,5,4,4,544,0,At Risk
13809,305,1,155.05,1,1,1,111,2,Lost
13810,29,3,1499.01,4,3,4,434,0,At Risk
13811,184,3,814.5,1,3,3,133,2,Lost
13812,42,3,539.0,3,3,3,333,0,At Risk
13813,40,4,1366.86,3,4,4,344,0,At Risk
13814,92,2,1579.12,2,2,4,224,0,At Risk
13815,22,4,4027.36,4,4,5,445,0,At Risk
13816,24,2,571.6700000000001,4,2,3,423,0,At Risk
13817,29,2,382.98,4,2,2,422,0,At Risk
13819,302,3,1140.35,1,3,4,134,2,Lost
13821,145,2,385.64,2,2,2,222,2,Lost
13822,6,2,632.0,5,2,3,523,0,At Risk
13823,19,2,957.66,4,2,4,424,0,At Risk
13824,33,5,1698.94,4,4,4,444,0,At Risk
13826,176,1,189.5,2,1,1,211,2,Lost
13827,58,3,412.05,3,3,2,332,0,At Risk
13828,22,1,209.49,4,1,1,411,0,At Risk
13831,16,6,2202.99,4,5,5,455,0,At Risk
13832,19,1,52.2,4,1,1,411,0,At Risk
13833,159,1,384.8,2,1,2,212,2,Lost
13835,25,4,834.57,4,4,3,443,0,At Risk
13837,212,2,271.24,1,2,2,122,2,Lost
13838,6,4,691.73,5,4,3,543,0,At Risk
13841,253,1,85.0,1,1,1,111,2,Lost
13842,59,9,3385.62,3,5,5,355,0,At Risk
13844,11,1,361.62,5,1,2,512,0,At Risk
13845,65,1,312.98,3,1,2,312,0,At Risk
13846,25,3,865.0600000000001,4,3,3,433,0,At Risk
13848,92,3,1255.0,2,3,4,234,0,At Risk
13849,52,2,1537.95,3,2,4,324,0,At Risk
13850,129,1,1595.48,2,1,4,214,0,At Risk
13851,96,3,2651.46,2,3,5,235,0,At Risk
13853,57,1,1090.14,3,1,4,314,0,At Risk
13854,9,25,8109.519999999999,5,5,5,555,3,Promising
13856,169,3,388.5,2,3,2,232,2,Lost
13858,57,1,216.17,3,1,1,311,0,At Risk
13859,326,1,201.16,1,1,1,111,2,Lost
13860,1,5,1245.9,5,4,4,544,0,At Risk
13862,18,8,2209.36,4,5,5,455,0,At Risk
13863,248,1,305.78,1,1,2,112,2,Lost
13865,58,4,501.56,3,4,3,343,0,At Risk
13866,74,1,145.67,2,1,1,211,0,At Risk
13867,31,3,1015.29,4,3,4,434,0,At Risk
13868,7,2,3192.54,5,2,5,525,0,At Risk
13869,123,4,3104.9500000000003,2,4,5,245,0,At Risk
13870,2,8,2770.94,5,5,5,555,0,At Risk
13871,23,13,6403.25,4,5,5,455,3,Promising
13873,120,3,389.6,2,3,2,232,0,At Risk
13874,358,1,540.45,1,1,3,113,2,Lost
13875,54,5,1786.79,3,4,4,344,0,At Risk
13876,64,1,122.7,3,1,1,311,0,At Risk
13877,86,1,117.24,2,1,1,211,0,At Risk
13878,55,1,1281.53,3,1,4,314,0,At Risk
13880,21,13,3219.77,4,5,5,455,0,At Risk
13881,4,20,17159.52,5,5,5,555,3,Promising
13882,3,5,1191.13,5,4,4,544,0,At Risk
13883,11,5,2674.48,5,4,5,545,0,At Risk
13884,7,5,787.6,5,4,3,543,0,At Risk
13885,189,2,506.8,1,2,3,123,2,Lost
13886,71,1,243.56,3,1,1,311,0,At Risk
13887,204,1,349.55,1,1,2,112,2,Lost
13888,120,2,605.63,2,2,3,223,0,At Risk
13889,93,1,416.9,2,1,2,212,0,At Risk
13890,1,10,1883.81,5,5,4,554,0,At Risk
13892,27,4,632.97,4,4,3,443,0,At Risk
13893,298,1,821.1,1,1,3,113,2,Lost
13894,24,3,564.62,4,3,3,433,0,At Risk
13895,28,4,2593.07,4,4,5,445,0,At Risk
13897,50,1,311.16,3,1,2,312,0,At Risk
13898,326,1,155.93,1,1,1,111,2,Lost
13899,16,2,388.52,4,2,2,422,0,At Risk
13900,183,3,740.95,1,3,3,133,2,Lost
13901,72,5,2867.2000000000003,3,4,5,345,0,At Risk
13904,37,2,332.64,3,2,2,322,0,At Risk
13908,80,4,2369.55,2,4,5,245,0,At Risk
13911,57,9,2580.91,3,5,5,355,0,At Risk
13914,12,2,626.45,5,2,3,523,0,At Risk
13917,50,2,272.04,3,2,2,322,0,At Risk
13918,50,2,1212.84,3,2,4,324,0,At Risk
13919,59,2,384.81,3,2,2,322,0,At Risk
13922,352,1,172.25,1,1,1,111,2,Lost
13923,54,1,351.13,3,1,2,312,0,At Risk
13924,2,6,1838.85,5,5,4,554,0,At Risk
13925,93,4,678.25,2,4,3,243,0,At Risk
13926,23,1,223.85,4,1,1,411,0,At Risk
13927,75,1,348.99,2,1,2,212,0,At Risk
13928,11,4,464.57,5,4,2,542,0,At Risk
13929,169,2,842.65,2,2,3,223,2,Lost
13930,58,2,337.34,3,2,2,322,0,At Risk
13931,96,2,1237.53,2,2,4,224,0,At Risk
13932,295,1,307.4,1,1,2,112,2,Lost
13933,109,2,608.79,2,2,3,223,0,At Risk
13934,264,1,922.1,1,1,3,113,2,Lost
13936,180,1,376.58,1,1,2,112,2,Lost
13937,169,1,158.85,2,1,1,211,2,Lost
13938,35,1,71.66,3,1,1,311,0,At Risk
13939,23,3,568.55,4,3,3,433,0,At Risk
13940,17,4,839.14,4,4,3,443,0,At Risk
13941,22,5,5112.96,4,4,5,445,0,At Risk
13946,79,3,561.57,2,3,3,233,0,At Risk
13947,65,1,90.6,3,1,1,311,0,At Risk
13948,361,1,102.0,1,1,1,111,2,Lost
13949,3,6,2427.32,5,5,5,555,0,At Risk
13950,11,4,745.0600000000001,5,4,3,543,0,At Risk
13951,176,3,674.45,2,3,3,233,2,Lost
13952,218,2,3251.071,1,2,5,125,2,Lost
13953,7,7,3515.68,5,5,5,555,0,At Risk
13954,2,2,439.92,5,2,2,522,0,At Risk
13955,154,2,322.96,2,3,2,232,2,Lost
13956,5,5,1026.42,5,4,4,544,0,At Risk
13959,79,3,598.2,2,3,3,233,0,At Risk
13960,21,2,230.22,4,3,1,431,0,At Risk
13962,22,2,169.54999999999998,4,3,1,431,0,At Risk
13963,308,4,664.54,1,4,3,143,2,Lost
13967,146,1,80.7,2,1,1,211,2,Lost
13969,7,18,9053.94,5,5,5,555,3,Promising
13971,19,8,2758.26,4,5,5,455,0,At Risk
13972,71,2,190.25,3,3,1,331,0,At Risk
13973,287,1,264.7,1,1,2,112,2,Lost
13974,49,1,413.59,3,1,2,312,0,At Risk
13975,31,6,2526.28,4,5,5,455,0,At Risk
13976,207,1,357.98,1,1,2,112,2,Lost
13978,15,2,196.79,4,3,1,431,0,At Risk
13979,73,1,869.87,2,1,3,213,0,At Risk
13980,60,1,200.14,3,1,1,311,0,At Risk
13982,39,4,1871.81,3,4,4,344,0,At Risk
13983,30,12,2603.43,4,5,5,455,0,At Risk
13984,27,5,920.51,4,4,3,443,0,At Risk
13985,4,15,7060.13,5,5,5,555,3,Promising
13986,17,1,320.46,4,1,2,412,0,At Risk
13988,20,6,4147.96,4,5,5,455,0,At Risk
13989,66,2,1266.08,3,3,4,334,0,At Risk
13990,213,1,311.3,1,1,2,112,2,Lost
13991,12,6,855.97,5,5,3,553,0,At Risk
13992,30,1,76.8,4,1,1,411,0,At Risk
13993,43,9,3466.36,3,5,5,355,0,At Risk
13994,4,6,2313.14,5,5,5,555,0,At Risk
13995,15,5,1393.69,4,4,4,444,0,At Risk
13999,10,12,3901.81,5,5,5,555,0,At Risk
14000,211,1,635.66,1,1,3,113,2,Lost
14001,46,3,2043.08,3,3,4,334,0,At Risk
14002,134,2,529.73,2,3,3,233,0,At Risk
14004,43,7,4582.64,3,5,5,355,0,At Risk
14005,10,5,2874.72,5,4,5,545,0,At Risk
14006,116,3,962.19,2,3,4,234,0,At Risk
14009,198,2,695.61,1,3,3,133,2,Lost
14012,278,1,328.8,1,1,2,112,2,Lost
14013,110,3,473.02,2,3,2,232,0,At Risk
14014,77,1,505.18,2,1,3,213,0,At Risk
14015,53,1,917.34,3,1,3,313,0,At Risk
14016,162,4,4341.21,2,4,5,245,2,Lost
14019,47,3,1421.61,3,3,4,334,0,At Risk
14020,17,2,642.8,4,3,3,433,0,At Risk
14021,155,3,631.9,2,3,3,233,2,Lost
14022,225,1,440.0,1,1,2,112,2,Lost
14023,7,2,584.07,5,3,3,533,0,At Risk
14024,122,2,327.7,2,3,2,232,0,At Risk
14027,61,1,104.82,3,1,1,311,0,At Risk
14029,63,2,467.66,3,3,2,332,0,At Risk
14030,18,8,2360.09,4,5,5,455,0,At Risk
14031,7,19,17286.86,5,5,5,555,3,Promising
14032,2,11,2975.59,5,5,5,555,0,At Risk
14034,22,3,651.8199999999999,4,3,3,433,0,At Risk
14035,29,5,1428.02,4,4,4,444,0,At Risk
14036,285,1,626.65,1,1,3,113,2,Lost
14037,176,2,147.20000000000002,2,3,1,231,2,Lost
14038,78,3,1560.38,2,3,4,234,0,At Risk
14039,33,1,152.2,4,1,1,411,0,At Risk
14040,41,12,3614.92,3,5,5,355,0,At Risk
14041,266,1,141.41,1,1,1,111,2,Lost
14044,27,4,652.82,4,4,3,443,0,At Risk
14045,109,4,1659.75,2,4,4,244,0,At Risk
14046,284,1,154.99,1,1,1,111,2,Lost
14047,9,5,1308.61,5,4,4,544,0,At Risk
14048,305,1,409.93,1,1,2,112,2,Lost
14049,17,4,5681.72,4,4,5,445,0,At Risk
14050,32,2,746.36,4,3,3,433,0,At Risk
14051,1,23,15610.39,5,5,5,555,3,Promising
14052,20,1,225.36,4,1,1,411,0,At Risk
14053,124,2,260.25,2,3,2,232,0,At Risk
14054,65,1,92.46,3,1,1,311,0,At Risk
14055,106,1,725.6400000000001,2,1,3,213,0,At Risk
14056,1,23,8214.65,5,5,5,555,3,Promising
14057,24,17,6217.96,4,5,5,455,3,Promising
14059,267,1,183.6,1,1,1,111,2,Lost
14060,5,19,6140.42,5,5,5,555,3,Promising
14062,10,12,10464.85,5,5,5,555,3,Promising
14064,29,5,1353.74,4,4,4,444,0,At Risk
14066,267,1,152.55,1,1,1,111,2,Lost
14067,64,2,374.7,3,3,2,332,0,At Risk
14068,320,1,265.85,1,1,2,112,2,Lost
14071,4,8,1438.82,5,5,4,554,0,At Risk
14073,32,1,151.04,4,1,1,411,0,At Risk
14075,5,3,942.26,5,3,3,533,0,At Risk
14076,129,1,122.47,2,1,1,211,0,At Risk
14077,41,5,499.42,3,4,3,343,0,At Risk
14078,102,6,1049.37,2,5,4,254,0,At Risk
14079,125,1,375.1,2,1,2,212,0,At Risk
14080,33,1,45.6,4,1,1,411,0,At Risk
14081,302,2,934.52,1,3,3,133,2,Lost
14082,365,1,182.25,1,1,1,111,2,Lost
14083,4,9,1018.43,5,5,4,554,0,At Risk
14085,2,18,4448.54,5,5,5,555,3,Promising
14087,3,1,194.42,5,1,1,511,0,At Risk
14088,10,13,50491.81,5,5,5,555,3,Promising
14089,57,1,161.0,3,1,1,311,0,At Risk
14090,325,1,76.32000000000001,1,1,1,111,2,Lost
14092,8,14,4076.91,5,5,5,555,3,Promising
14093,12,1,442.85,5,1,2,512,0,At Risk
14096,4,17,65164.79,5,5,5,555,3,Promising
14098,37,1,147.35,3,1,1,311,0,At Risk
14099,16,11,3104.17,4,5,5,455,0,At Risk
14100,138,1,194.9,2,1,1,211,0,At Risk
14101,74,6,5976.79,2,5,5,255,0,At Risk
14102,5,5,1360.28,5,4,4,544,0,At Risk
14104,155,2,216.21,2,3,1,231,2,Lost
14105,239,1,1266.23,1,1,4,114,2,Lost
14107,52,7,2703.23,3,5,5,355,0,At Risk
14108,31,2,597.91,4,3,3,433,0,At Risk
14109,73,1,144.2,2,1,1,211,0,At Risk
14110,4,12,5683.15,5,5,5,555,0,At Risk
14111,14,4,692.85,4,4,3,443,0,At Risk
14112,23,7,2915.15,4,5,5,455,0,At Risk
14113,4,4,1840.42,5,4,4,544,0,At Risk
14114,274,2,386.53,1,3,2,132,2,Lost
14116,20,5,1382.74,4,4,4,444,0,At Risk
14117,144,1,90.0,2,1,1,211,2,Lost
14121,4,4,2780.15,5,4,5,545,0,At Risk
14124,84,1,419.58,2,1,2,212,0,At Risk
14125,11,3,2740.43,5,3,5,535,0,At Risk
14126,8,3,706.1300000000001,5,3,3,533,0,At Risk
14127,123,3,709.71,2,3,3,233,0,At Risk
14128,61,2,637.5,3,3,3,333,0,At Risk
14129,2,5,1123.86,5,4,4,544,0,At Risk
14130,319,1,483.86,1,1,2,112,2,Lost
14132,2,11,3586.03,5,5,5,555,0,At Risk
14133,130,3,605.64,2,3,3,233,0,At Risk
14135,2,15,4690.31,5,5,5,555,3,Promising
14138,2,2,982.38,5,3,4,534,0,At Risk
14139,46,1,415.82,3,1,2,312,0,At Risk
14140,4,2,935.05,5,3,3,533,0,At Risk
14141,3,4,915.13,5,4,3,543,0,At Risk
14142,373,1,311.81,1,1,2,112,2,Lost
14143,134,1,115.8,2,1,1,211,0,At Risk
14145,47,4,3742.2,3,4,5,345,0,At Risk
14146,9,5,4191.0,5,4,5,545,0,At Risk
14147,78,2,483.4,2,3,2,232,0,At Risk
14148,234,1,157.2,1,1,1,111,2,Lost
14149,221,1,446.62,1,1,2,112,2,Lost
14150,36,2,658.64,3,3,3,333,0,At Risk
14152,75,2,621.29,2,3,3,233,0,At Risk
14154,239,2,1345.62,1,3,4,134,2,Lost
14155,266,1,118.75,1,1,1,111,2,Lost
14156,10,55,117379.63,5,5,5,555,1,Champions
14157,20,2,432.88,4,3,2,432,0,At Risk
14158,40,1,507.66,3,1,3,313,0,At Risk
14159,20,11,4693.01,4,5,5,455,0,At Risk
14161,216,3,1110.52,1,3,4,134,2,Lost
14162,174,2,289.36,2,3,2,232,2,Lost
14163,87,4,2445.91,2,4,5,245,0,At Risk
14164,71,2,1631.77,3,3,4,334,0,At Risk
14165,276,1,122.54,1,1,1,111,2,Lost
14167,39,4,574.84,3,4,3,343,0,At Risk
14171,98,1,363.79,2,1,2,212,0,At Risk
14173,11,4,450.84,5,4,2,542,0,At Risk
14174,33,1,134.46,4,1,1,411,0,At Risk
14175,60,3,3222.3,3,3,5,335,0,At Risk
14176,297,4,576.9000000000001,1,4,3,143,2,Lost
14177,86,4,559.41,2,4,3,243,0,At Risk
14178,9,7,1620.93,5,5,4,554,0,At Risk
14179,41,2,719.78,3,3,3,333,0,At Risk
14180,11,25,4748.52,5,5,5,555,3,Promising
14184,67,1,452.89,3,1,2,312,0,At Risk
14185,331,1,197.65,1,1,1,111,2,Lost
14188,31,6,2054.36,4,5,4,454,0,At Risk
14189,2,15,4654.08,5,5,5,555,3,Promising
14191,2,13,4684.76,5,5,5,555,0,At Risk
14193,68,2,853.39,3,3,3,333,0,At Risk
14194,5,21,11349.52,5,5,5,555,3,Promising
14195,202,2,1012.0,1,3,4,134,2,Lost
14196,107,1,335.52,2,1,2,212,0,At Risk
14198,18,4,701.4,4,4,3,443,0,At Risk
14199,218,1,185.4,1,1,1,111,2,Lost
14201,60,7,747.44,3,5,3,353,0,At Risk
14204,2,1,161.03,5,1,1,511,0,At Risk
14205,17,2,466.7,4,3,2,432,0,At Risk
14206,239,1,328.16,1,1,2,112,2,Lost
14208,95,1,151.74,2,1,1,211,0,At Risk
14209,11,6,2073.43,5,5,5,555,0,At Risk
14210,106,6,1905.84,2,5,4,254,0,At Risk
14211,53,9,2241.1,3,5,5,355,0,At Risk
14212,90,1,1070.48,2,1,4,214,0,At Risk
14214,31,5,1004.38,4,4,4,444,0,At Risk
14215,12,6,1789.72,5,5,4,554,0,At Risk
14216,3,4,1839.3,5,4,4,544,0,At Risk
14217,2,17,2004.98,5,5,4,554,3,Promising
14218,43,1,169.48000000000002,3,1,1,311,0,At Risk
14219,4,1,89.94,5,1,1,511,0,At Risk
14220,247,2,632.4000000000001,1,3,3,133,2,Lost
14221,42,9,3432.8,3,5,5,355,0,At Risk
14222,177,1,683.17,2,1,3,213,2,Lost
14223,92,3,991.13,2,3,4,234,0,At Risk
14224,110,4,1050.12,2,4,4,244,0,At Risk
14226,29,5,2232.19,4,4,5,445,0,At Risk
14227,26,10,3350.96,4,5,5,455,0,At Risk
14229,52,3,1547.2,3,3,4,334,0,At Risk
14231,184,3,925.71,1,3,3,133,2,Lost
14232,43,5,2048.07,3,4,4,344,0,At Risk
14233,49,4,1462.72,3,4,4,344,0,At Risk
14234,22,4,775.46,4,4,3,443,0,At Risk
14235,75,5,3144.86,2,4,5,245,0,At Risk
14236,81,2,490.86,2,3,3,233,0,At Risk
14237,373,1,161.0,1,1,1,111,2,Lost
14238,326,1,146.85,1,1,1,111,2,Lost
14239,43,11,2380.85,3,5,5,355,0,At Risk
14240,30,2,890.34,4,3,3,433,0,At Risk
14241,184,1,213.7,1,1,1,111,2,Lost
14242,235,2,280.55,1,3,2,132,2,Lost
14243,9,10,2588.77,5,5,5,555,0,At Risk
14245,220,2,1693.45,1,3,4,134,2,Lost
14246,111,3,1474.06,2,3,4,234,0,At Risk
14247,278,1,136.77,1,1,1,111,2,Lost
14248,318,1,302.58,1,1,2,112,2,Lost
14250,7,3,1904.05,5,3,4,534,0,At Risk
14251,2,5,2879.7000000000003,5,4,5,545,0,At Risk
14256,260,2,969.06,1,3,4,134,2,Lost
14257,64,5,3099.7200000000003,3,4,5,345,0,At Risk
14258,9,9,12669.98,5,5,5,555,0,At Risk
14259,142,1,120.0,2,1,1,211,0,At Risk
14261,51,2,1163.45,3,3,4,334,0,At Risk
14262,8,8,2618.23,5,5,5,555,0,At Risk
14264,155,2,333.97,2,3,2,232,2,Lost
14265,109,2,530.18,2,3,3,233,0,At Risk
14267,163,3,1516.24,2,3,4,234,2,Lost
14270,332,1,492.65,1,1,3,113,2,Lost
14271,226,1,112.32,1,1,1,111,2,Lost
14272,74,2,437.96,2,3,2,232,0,At Risk
14273,51,4,559.97,3,4,3,343,0,At Risk
14276,99,3,1119.74,2,3,4,234,0,At Risk
14277,15,3,4216.2,4,3,5,435,0,At Risk
14280,197,1,134.04,1,1,1,111,2,Lost
14282,3,15,3729.34,5,5,5,555,3,Promising
14284,31,2,595.25,4,3,3,433,0,At Risk
14285,21,4,1910.01,4,4,4,444,0,At Risk
14286,24,3,4628.75,4,3,5,435,0,At Risk
14287,8,3,176.63,5,3,1,531,0,At Risk
14288,213,1,426.6,1,1,2,112,2,Lost
14289,9,6,911.26,5,5,3,553,0,At Risk
14290,11,5,2314.65,5,4,5,545,0,At Risk
14291,2,11,3883.25,5,5,5,555,0,At Risk
14292,8,9,4871.93,5,5,5,555,0,At Risk
14293,3,4,1046.56,5,4,4,544,0,At Risk
14295,40,1,166.20000000000002,3,1,1,311,0,At Risk
14297,18,4,1305.33,4,4,4,444,0,At Risk
14298,8,44,51527.3,5,5,5,555,3,Promising
14299,8,9,3965.62,5,5,5,555,0,At Risk
14300,19,1,43.2,4,1,1,411,0,At Risk
14301,117,1,640.14,2,1,3,213,0,At Risk
14304,223,1,383.45,1,1,2,112,2,Lost
14305,71,3,1858.96,3,3,4,334,0,At Risk
14306,51,2,2093.32,3,3,5,335,0,At Risk
14307,89,6,2995.7200000000003,2,5,5,255,0,At Risk
14309,8,9,2352.53,5,5,5,555,0,At Risk
14311,243,1,310.26,1,1,2,112,2,Lost
14312,47,6,1611.59,3,5,4,354,0,At Risk
14314,107,1,120.0,2,1,1,211,0,At Risk
14315,45,6,2481.13,3,5,5,355,0,At Risk
14317,65,1,508.58,3,1,3,313,0,At Risk
14320,207,2,477.79,1,3,2,132,2,Lost
14321,11,5,1530.75,5,4,4,544,0,At Risk
14323,115,2,605.0600000000001,2,3,3,233,0,At Risk
14326,242,1,183.85,1,1,1,111,2,Lost
14327,163,1,311.65000000000003,2,1,2,212,2,Lost
14329,17,7,5014.84,4,5,5,455,0,At Risk
14331,124,2,462.66,2,3,2,232,0,At Risk
14332,23,3,866.3100000000001,4,3,3,433,0,At Risk
14333,68,1,415.2,3,1,2,312,0,At Risk
14334,17,8,2552.21,4,5,5,455,0,At Risk
14335,16,2,468.26,4,3,2,432,0,At Risk
14336,17,4,1614.91,4,4,4,444,0,At Risk
14338,161,2,588.22,2,3,3,233,2,Lost
14339,243,1,309.52000000000004,1,1,2,112,2,Lost
14340,219,1,134.7,1,1,1,111,2,Lost
14341,45,8,2182.28,3,5,5,355,0,At Risk
14342,21,4,668.5600000000001,4,4,3,443,0,At Risk
14344,127,8,889.9300000000001,2,5,3,253,0,At Risk
14345,39,1,108.98,3,1,1,311,0,At Risk
14346,121,2,1021.58,2,3,4,234,0,At Risk
14348,260,1,409.57,1,1,2,112,2,Lost
14349,10,1,133.5,5,1,1,511,0,At Risk
14350,274,1,282.93,1,1,2,112,2,Lost
14351,165,1,51.0,2,1,1,211,2,Lost
14352,157,4,1078.96,2,4,4,244,2,Lost
14353,215,1,90.6,1,1,1,111,2,Lost
14354,6,2,163.62,5,3,1,531,0,At Risk
14355,366,1,174.4,1,1,1,111,2,Lost
14356,80,2,701.23,2,3,3,233,0,At Risk
14357,43,1,225.77,3,1,1,311,0,At Risk
14359,19,3,912.18,4,3,3,433,0,At Risk
14360,32,4,2128.23,4,4,5,445,0,At Risk
14362,22,1,161.2,4,1,1,411,0,At Risk
14364,109,8,3717.35,2,5,5,255,0,At Risk
14367,8,16,9261.52,5,5,5,555,3,Promising
14368,320,1,155.0,1,1,1,111,2,Lost
14371,295,1,100.5,1,1,1,111,2,Lost
14373,358,1,76.55,1,1,1,111,2,Lost
14375,185,1,257.68,1,1,2,112,2,Lost
14377,191,2,617.05,1,3,3,133,2,Lost
14379,44,2,348.1,3,3,2,332,0,At Risk
14381,52,1,202.68,3,1,1,311,0,At Risk
14382,26,1,626.07,4,1,3,413,0,At Risk
14383,38,3,1247.69,3,3,4,334,0,At Risk
14385,9,3,202.11,5,3,1,531,0,At Risk
14386,297,1,142.4,1,1,1,111,2,Lost
14387,33,3,1770.56,4,3,4,434,0,At Risk
14388,10,8,3212.84,5,5,5,555,0,At Risk
14389,65,2,1043.46,3,3,4,334,0,At Risk
14390,10,9,4652.82,5,5,5,555,0,At Risk
14393,218,1,67.95,1,1,1,111,2,Lost
14395,2,9,3507.71,5,5,5,555,0,At Risk
14396,65,2,487.99,3,3,2,332,0,At Risk
14397,3,19,2612.96,5,5,5,555,3,Promising
14400,149,1,574.7,2,1,3,213,2,Lost
14401,4,13,4051.48,5,5,5,555,0,At Risk
14403,130,4,1475.81,2,4,4,244,0,At Risk
14404,34,6,1474.32,3,5,4,354,0,At Risk
14406,119,1,156.75,2,1,1,211,0,At Risk
14407,107,6,2157.73,2,5,5,255,0,At Risk
14408,11,7,2606.53,5,5,5,555,0,At Risk
14409,71,6,2059.4500000000003,3,5,5,355,0,At Risk
14410,92,9,1105.07,2,5,4,254,0,At Risk
14411,311,1,1063.0,1,1,4,114,2,Lost
14412,43,2,770.03,3,3,3,333,0,At Risk
14413,362,1,122.7,1,1,1,111,2,Lost
14414,92,7,1496.98,2,5,4,254,0,At Risk
14415,1,13,5900.28,5,5,5,555,0,At Risk
14416,22,2,490.22,4,3,2,432,0,At Risk
14418,4,3,1937.25,5,3,4,534,0,At Risk
14419,11,6,1058.06,5,5,4,554,0,At Risk
14420,99,1,387.52,2,1,2,212,0,At Risk
14421,57,2,813.11,3,3,3,333,0,At Risk
14422,1,6,4263.64,5,5,5,555,0,At Risk
14423,218,1,265.2,1,1,2,112,2,Lost
14424,18,1,322.08,4,1,2,412,0,At Risk
14426,24,10,4481.67,4,5,5,455,0,At Risk
14427,50,2,363.34,3,3,2,332,0,At Risk
14428,7,5,1244.83,5,4,4,544,0,At Risk
14431,303,1,470.36,1,1,2,112,2,Lost
14432,10,6,2255.51,5,5,5,555,0,At Risk
14434,22,6,1372.8,4,5,4,454,0,At Risk
14436,99,1,89.06,2,1,1,211,0,At Risk
14437,366,1,63.0,1,1,1,111,2,Lost
14438,306,1,131.9,1,1,1,111,2,Lost
14439,320,1,2661.24,1,1,5,115,2,Lost
14440,8,5,2357.68,5,4,5,545,0,At Risk
14441,1,4,1712.89,5,4,4,544,0,At Risk
14442,205,2,1589.82,1,3,4,134,2,Lost
14443,54,4,1420.2,3,4,4,344,0,At Risk
14446,1,4,1039.58,5,4,4,544,0,At Risk
14447,19,5,1163.23,4,4,4,444,0,At Risk
14448,9,2,375.35,5,3,2,532,0,At Risk
14449,19,4,907.1,4,4,3,443,0,At Risk
14450,181,3,483.25,1,3,2,132,2,Lost
14451,60,2,662.59,3,3,3,333,0,At Risk
14452,11,2,264.44,5,3,2,532,0,At Risk
14453,190,1,119.93,1,1,1,111,2,Lost
14456,5,9,3062.4,5,5,5,555,0,At Risk
14457,311,1,113.64,1,1,1,111,2,Lost
14459,155,1,1837.92,2,1,4,214,2,Lost
14460,110,3,434.34,2,3,2,232,0,At Risk
14461,148,3,2103.06,2,3,5,235,2,Lost
14462,66,11,2004.02,3,5,4,354,0,At Risk
14463,98,3,529.62,2,3,3,233,0,At Risk
14465,247,3,1058.62,1,3,4,134,2,Lost
14466,29,7,2272.4,4,5,5,455,0,At Risk
14467,18,4,598.76,4,4,3,443,0,At Risk
14470,12,2,461.19,5,3,2,532,0,At Risk
14472,104,8,1936.84,2,5,4,254,0,At Risk
14473,74,2,234.34,2,3,1,231,0,At Risk
14474,46,1,547.66,3,1,3,313,0,At Risk
14475,72,3,925.85,3,3,3,333,0,At Risk
14476,257,1,215.7,1,1,1,111,2,Lost
14477,20,4,1309.6,4,4,4,444,0,At Risk
14479,254,2,316.25,1,3,2,132,2,Lost
14480,11,1,279.05,5,1,2,512,0,At Risk
14481,165,2,636.51,2,3,3,233,2,Lost
14482,18,6,2068.15,4,5,5,455,0,At Risk
14483,282,1,137.1,1,1,1,111,2,Lost
14484,50,1,321.92,3,1,2,312,0,At Risk
14485,39,1,165.75,3,1,1,311,0,At Risk
14487,27,6,1196.33,4,5,4,454,0,At Risk
14488,68,1,1064.28,3,1,4,314,0,At Risk
14489,207,1,463.38,1,1,2,112,2,Lost
14491,175,2,340.93,2,3,2,232,2,Lost
14493,7,5,2383.24,5,4,5,545,0,At Risk
14494,26,1,139.56,4,1,1,411,0,At Risk
14495,51,2,123.8,3,3,1,331,0,At Risk
14496,312,2,538.8100000000001,1,3,3,133,2,Lost
14497,309,1,475.37,1,1,2,112,2,Lost
14498,43,5,1957.32,3,4,4,344,0,At Risk
14499,26,3,815.32,4,3,3,433,0,At Risk
14500,88,3,356.85,2,3,2,232,0,At Risk
14501,184,2,251.21,1,3,2,132,2,Lost
14502,20,11,2470.67,4,5,5,455,0,At Risk
14503,3,6,3543.26,5,5,5,555,0,At Risk
14504,47,4,673.26,3,4,3,343,0,At Risk
