CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
14246,111,3,1474.06,2,3,4,234
14247,278,1,136.77,1,1,1,111
14248,318,1,302.58,1,1,2,112
14250,7,3,1904.05,5,3,4,534
14251,2,5,2879.7000000000003,5,4,5,545
14256,260,2,969.0600000000001,1,3,4,134
14257,64,5,3099.7200000000003,3,4,5,345
14258,9,9,12669.98,5,5,5,555
14259,142,1,120.0,2,1,1,211
14261,51,2,1163.45,3,3,4,334
14262,8,8,2618.23,5,5,5,555
14264,155,2,333.97,2,3,2,232
14265,109,2,530.18,2,3,3,233
14267,163,3,1516.24,2,3,4,234
14270,332,1,492.65000000000003,1,1,3,113
14271,226,1,112.32000000000001,1,1,1,111
14272,74,2,437.96,2,3,2,232
14273,51,4,559.97,3,4,3,343
14276,99,3,1119.74,2,3,4,234
14277,15,3,4216.2,4,3,5,435
14280,197,1,134.04,1,1,1,111
14282,3,15,3729.34,5,5,5,555
14284,31,2,595.25,4,3,3,433
14285,21,4,1910.01,4,4,4,444
14286,24,3,4628.75,4,3,5,435
14287,8,3,176.63,5,3,1,531
14288,213,1,426.6,1,1,2,112
14289,9,6,911.26,5,5,3,553
14290,11,5,2314.65,5,4,5,545
14291,2,11,3883.25,5,5,5,555
14292,8,9,4871.93,5,5,5,555
14293,3,4,1046.56,5,4,4,544
14295,40,1,166.20000000000002,3,1,1,311
14297,18,4,1305.33,4,4,4,444
14298,8,44,51527.3,5,5,5,555
14299,8,9,3965.62,5,5,5,555
14300,19,1,43.2,4,1,1,411
14301,117,1,640.14,2,1,3,213
14304,223,1,383.45,1,1,2,112
14305,71,3,1858.96,3,3,4,334
14306,51,2,2093.32,3,3,5,335
14307,89,6,2995.7200000000003,2,5,5,255
14309,8,9,2352.53,5,5,5,555
14311,243,1,310.26,1,1,2,112
14312,47,6,1611.5900000000001,3,5,4,354
14314,107,1,120.0,2,1,1,211
14315,45,6,2481.13,3,5,5,355
14317,65,1,508.58,3,1,3,313
14320,207,2,477.79,1,3,2,132
14321,11,5,1530.75,5,4,4,544
14323,115,2,605.0600000000001,2,3,3,233
14326,242,1,183.85,1,1,1,111
14327,163,1,311.65000000000003,2,1,2,212
14329,17,7,5014.84,4,5,5,455
14331,124,2,462.66,2,3,2,232
14332,23,3,866.3100000000001,4,3,3,433
14333,68,1,415.2,3,1,2,312
14334,17,8,2552.21,4,5,5,455
14335,16,2,468.26,4,3,2,432
14336,17,4,1614.91,4,4,4,444
14338,161,2,588.22,2,3,3,233
14339,243,1,309.52000000000004,1,1,2,112
14340,219,1,134.7,1,1,1,111
14341,45,8,2182.28,3,5,5,355
14342,21,4,668.5600000000001,4,4,3,443
14344,127,8,889.9300000000001,2,5,3,253
14345,39,1,108.98,3,1,1,311
14346,121,2,1021.58,2,3,4,234
14348,260,1,409.57,1,1,2,112
14349,10,1,133.5,5,1,1,511
14350,274,1,282.93,1,1,2,112
14351,165,1,51.0,2,1,1,211
14352,157,4,1078.96,2,4,4,244
14353,215,1,90.6,1,1,1,111
14354,6,2,163.62,5,3,1,531
14355,366,1,174.4,1,1,1,111
14356,80,2,701.23,2,3,3,233
14357,43,1,225.77,3,1,1,311
14359,19,3,912.1800000000001,4,3,3,433
14360,32,4,2128.23,4,4,5,445
14362,22,1,161.2,4,1,1,411
14364,109,8,3717.35,2,5,5,255
14367,8,16,9261.52,5,5,5,555
14368,320,1,155.0,1,1,1,111
14371,295,1,100.5,1,1,1,111
14373,358,1,76.55,1,1,1,111
14375,185,1,257.68,1,1,2,112
14377,191,2,617.05,1,3,3,133
14379,44,2,348.1,3,3,2,332
14381,52,1,202.68,3,1,1,311
14382,26,1,626.07,4,1,3,413
14383,38,3,1247.69,3,3,4,334
14385,9,3,202.10999999999999,5,3,1,531
14386,297,1,142.4,1,1,1,111
14387,33,3,1770.56,4,3,4,434
14388,10,8,3212.84,5,5,5,555
14389,65,2,1043.46,3,3,4,334
14390,10,9,4652.82,5,5,5,555
14393,218,1,67.95,1,1,1,111
14395,2,9,3507.71,5,5,5,555
14396,65,2,487.99,3,3,2,332
14397,3,19,2612.96,5,5,5,555
14400,149,1,574.7,2,1,3,213
14401,4,13,4051.48,5,5,5,555
14403,130,4,1475.81,2,4,4,244
14404,34,6,1474.32,3,5,4,354
14406,119,1,156.75,2,1,1,211
14407,107,6,2157.73,2,5,5,255
14408,11,7,2606.53,5,5,5,555
14409,71,6,2059.4500000000003,3,5,5,355
14410,92,9,1105.07,2,5,4,254
14411,311,1,1063.0,1,1,4,114
14412,43,2,770.03,3,3,3,333
14413,362,1,122.7,1,1,1,111
14414,92,7,1496.98,2,5,4,254
14415,1,13,5900.28,5,5,5,555
14416,22,2,490.22,4,3,2,432
14418,4,3,1937.25,5,3,4,534
14419,11,6,1058.06,5,5,4,554
14420,99,1,387.52,2,1,2,212
14421,57,2,813.11,3,3,3,333
14422,1,6,4263.64,5,5,5,555
14423,218,1,265.2,1,1,2,112
14424,18,1,322.08,4,1,2,412
14426,24,10,4481.67,4,5,5,455
14427,50,2,363.34000000000003,3,3,2,332
14428,7,5,1244.83,5,4,4,544
14431,303,1,470.36,1,1,2,112
14432,10,6,2255.51,5,5,5,555
14434,22,6,1372.8,4,5,4,454
14436,99,1,89.06,2,1,1,211
14437,366,1,63.0,1,1,1,111
14438,306,1,131.9,1,1,1,111
14439,320,1,2661.24,1,1,5,115
14440,8,5,2357.68,5,4,5,545
14441,1,4,1712.89,5,4,4,544
14442,205,2,1589.82,1,3,4,134
14443,54,4,1420.2,3,4,4,344
14446,1,4,1039.58,5,4,4,544
14447,19,5,1163.23,4,4,4,444
14448,9,2,375.35,5,3,2,532
14449,19,4,907.1,4,4,3,443
14450,181,3,483.25,1,3,2,132
14451,60,2,662.59,3,3,3,333
14452,11,2,264.44,5,3,2,532
14453,190,1,119.93,1,1,1,111
14456,5,9,3062.4,5,5,5,555
14457,311,1,113.64,1,1,1,111
14459,155,1,1837.92,2,1,4,214
14460,110,3,434.34,2,3,2,232
14461,148,3,2103.06,2,3,5,235
14462,66,11,2004.02,3,5,4,354
14463,98,3,529.62,2,3,3,233
14465,247,3,1058.6200000000001,1,3,4,134
14466,29,7,2272.4,4,5,5,455
14467,18,4,598.76,4,4,3,443
14470,12,2,461.19,5,3,2,532
14472,104,8,1936.84,2,5,4,254
14473,74,2,234.34,2,3,1,231
14474,46,1,547.66,3,1,3,313
14475,72,3,925.85,3,3,3,333
14476,257,1,215.7,1,1,1,111
14477,20,4,1309.6,4,4,4,444
14479,254,2,316.25,1,3,2,132
14480,11,1,279.05,5,1,2,512
14481,165,2,636.51,2,3,3,233
14482,18,6,2068.15,4,5,5,455
14483,282,1,137.1,1,1,1,111
14484,50,1,321.92,3,1,2,312
14485,39,1,165.75,3,1,1,311
14487,27,6,1196.33,4,5,4,454
14488,68,1,1064.28,3,1,4,314
14489,207,1,463.38,1,1,2,112
14491,175,2,340.93,2,3,2,232
14493,7,5,2383.2400000000002,5,4,5,545
14494,26,1,139.56,4,1,1,411
14495,51,2,123.80000000000001,3,3,1,331
14496,312,2,538.8100000000001,1,3,3,133
14497,309,1,475.37,1,1,2,112
14498,43,5,1957.32,3,4,4,344
14499,26,3,815.32,4,3,3,433
14500,88,3,356.85,2,3,2,232
14501,184,2,251.21,1,3,2,132
14502,20,11,2470.67,4,5,5,455
14503,3,6,3543.26,5,5,5,555
14504,47,4,673.26,3,4,3,343
14505,17,8,5905.64,4,5,5,455
14506,17,5,2012.17,4,4,4,444
14507,24,6,1383.18,4,5,4,454
14508,22,2,276.42,4,3,2,432
14511,11,5,1314.81,5,4,4,544
14512,188,2,275.28,1,3,2,132
14513,101,3,455.59000000000003,2,3,2,232
14514,61,3,1055.35,3,3,4,334
14515,18,6,2102.09,4,5,5,455
14517,33,2,330.45,4,3,2,432
14518,64,1,174.37,3,1,1,311
14520,2,2,270.6,5,3,2,532
14522,24,4,974.54,4,4,4,444
14523,108,1,241.09,2,1,1,211
14524,32,9,1867.68,4,5,4,454
14525,20,9,4332.2,4,5,5,455
14527,3,55,8508.82,5,5,5,555
14528,37,1,364.21999999999997,3,1,2,312
14529,60,3,620.04,3,3,3,333
14530,26,6,2925.91,4,5,5,455
14532,236,4,932.85,1,4,3,143
14533,25,7,1949.72,4,5,4,454
14534,3,18,4447.05,5,5,5,555
14535,60,3,2864.19,3,3,5,335
14536,260,1,171.8,1,1,1,111
14537,58,1,355.56,3,1,2,312
14538,65,2,388.25,3,3,2,332
14539,16,2,537.48,4,3,3,433
14540,10,3,996.26,5,3,4,534
14541,59,8,1461.65,3,5,4,354
14542,186,1,103.25,1,1,1,111
14543,29,16,3630.33,4,5,5,455
14544,24,2,2024.45,4,3,4,434
14546,5,5,2578.09,5,4,5,545
14547,4,8,4007.54,5,5,5,555
14548,151,2,652.8,2,3,3,233
14549,311,1,289.24,1,1,2,112
14550,11,2,765.62,5,3,3,533
14551,18,2,186.23,4,3,1,431
14552,152,1,165.07,2,1,1,211
14553,19,5,859.27,4,4,3,443
14554,10,4,2381.04,5,4,5,545
14555,57,2,324.14,3,3,2,332
14557,85,1,788.38,2,1,3,213
14560,7,22,2237.77,5,5,5,555
14561,76,3,1080.76,2,3,4,234
14562,4,18,5074.77,5,5,5,555
14565,96,4,3099.12,2,4,5,245
14566,111,1,1432.0,2,1,4,214
14567,57,2,1530.3600000000001,3,3,4,334
14569,1,1,227.39,5,1,1,511
14570,281,2,218.06,1,3,1,131
14572,3,7,2832.84,5,5,5,555
14573,180,9,1653.42,1,5,4,154
14576,372,1,35.400000000000006,1,1,1,111
14577,13,4,859.71,5,4,3,543
14578,3,1,168.63,5,1,1,511
14581,17,1,138.6,4,1,1,411
14582,41,1,114.11,3,1,1,311
14583,6,5,1052.55,5,4,4,544
14584,169,4,1042.26,2,4,4,244
14585,50,1,157.05,3,1,1,311
14586,277,1,237.35999999999999,1,1,1,111
14587,19,9,1601.14,4,5,4,454
14589,372,1,39.75,1,1,1,111
14591,15,4,1447.14,4,4,4,444
14592,35,3,570.46,3,3,3,333
14593,22,3,617.99,4,3,3,433
14594,7,2,379.83,5,3,2,532
14595,20,6,1740.6000000000001,4,5,4,454
14597,11,2,883.15,5,3,3,533
14598,44,1,221.97,3,1,1,311
14600,306,1,393.33000000000004,1,1,2,112
14601,11,1,213.96,5,1,1,511
14603,275,1,660.0,1,1,3,113
14606,1,93,12156.65,5,5,5,555
14607,16,14,16569.5,4,5,5,455
14608,4,4,1785.15,5,4,4,544
14609,72,4,601.56,3,4,3,343
14616,243,3,406.08000000000004,1,3,2,132
14618,9,3,553.44,5,3,3,533
14619,246,1,394.44,1,1,2,112
14620,206,2,412.78000000000003,1,3,2,132
14621,1,5,1788.3600000000001,5,4,4,544
14622,185,1,320.58000000000004,1,1,2,112
14623,32,5,889.25,4,4,3,443
14624,57,2,225.85,3,3,1,331
14625,196,2,899.63,1,3,3,133
14626,24,4,2791.27,4,4,5,445
14628,91,2,671.96,2,3,3,233
14629,4,2,959.01,5,3,4,534
14631,51,3,1006.98,3,3,4,334
14632,263,1,114.56,1,1,1,111
14633,266,1,344.90000000000003,1,1,2,112
14636,36,2,609.85,3,3,3,333
14638,51,1,443.6,3,1,2,312
14639,52,6,2984.4900000000002,3,5,5,355
14640,24,6,2125.08,4,5,5,455
14641,22,1,110.46000000000001,4,1,1,411
14642,59,1,96.12,3,1,1,311
14643,170,2,693.8100000000001,2,3,3,233
14644,68,2,830.76,3,3,3,333
14645,157,2,597.09,2,3,3,233
14646,2,73,280206.02,5,5,5,555
14647,201,1,243.22,1,1,1,111
14649,5,4,1417.29,5,4,4,544
14651,67,2,654.6,3,3,3,333
14652,77,1,114.18,2,1,1,211
14653,1,7,1947.55,5,5,4,554
14655,8,4,1932.23,5,4,4,544
14656,169,2,291.05,2,3,2,232
14657,18,4,848.22,4,4,3,443
14658,5,2,247.15,5,3,1,531
14659,9,9,2529.93,5,5,5,555
14660,87,2,285.74,2,3,2,232
14661,27,1,107.95,4,1,1,411
14662,29,4,771.17,4,4,3,443
14664,20,2,637.89,4,3,3,433
14665,61,5,1835.7,3,4,4,344
14666,24,1,195.25,4,1,1,411
14667,11,25,9241.2,5,5,5,555
14669,242,3,1269.99,1,3,4,134
14670,280,2,411.53,1,3,2,132
14672,235,2,765.5500000000001,1,3,3,133
14673,3,5,1736.4,5,4,4,544
14675,16,1,604.75,4,1,3,413
14676,31,6,2548.2400000000002,4,5,5,455
14680,25,16,28754.11,4,5,5,455
14681,71,3,498.95,3,3,3,333
14682,188,2,52.0,1,3,1,131
14684,26,5,1236.28,4,4,4,444
14687,107,1,628.38,2,1,3,213
14688,8,21,5630.87,5,5,5,555
14689,209,1,112.80000000000001,1,1,1,111
14690,44,2,371.7,3,3,2,332
14691,31,5,2114.33,4,4,5,445
14692,137,4,591.55,2,4,3,243
14693,265,1,172.9,1,1,1,111
14696,4,7,2078.95,5,5,5,555
14697,218,2,188.61,1,3,1,131
14698,2,5,1250.76,5,4,4,544
14699,214,1,109.13000000000001,1,1,1,111
14700,32,3,2235.3,4,3,5,435
14701,11,9,2549.37,5,5,5,555
14702,1,17,3292.14,5,5,5,555
14703,15,1,318.17,4,1,2,412
14704,11,9,1546.91,5,5,4,554
14705,199,1,179.0,1,1,1,111
14708,3,3,1126.3700000000001,5,3,4,534
14709,15,13,4921.04,4,5,5,455
14710,14,4,606.13,4,4,3,443
14711,10,11,2868.8,5,5,5,555
14712,29,3,917.07,4,3,3,433
14713,9,11,2666.36,5,5,5,555
14714,24,1,160.19,4,1,1,411
14715,25,4,867.38,4,4,3,443
14716,43,2,329.68,3,3,2,332
14719,2,5,1602.13,5,4,4,544
14720,6,3,663.81,5,3,3,533
14722,147,1,187.92,2,1,1,211
14723,10,6,1158.3,5,5,4,554
14725,25,1,718.08,4,1,3,413
14727,274,1,268.58,1,1,2,112
14729,374,1,313.49,1,1,2,112
14730,1,8,2005.06,5,5,4,554
14731,47,3,380.02,3,3,2,332
14732,8,8,2702.4900000000002,5,5,5,555
14733,16,12,9585.91,4,5,5,455
14735,4,32,6065.6900000000005,5,5,5,555
14737,4,3,1164.55,5,3,4,534
14738,43,7,1314.45,3,5,4,354
14739,4,7,3902.28,5,5,5,555
14740,197,3,1448.21,1,3,4,134
14741,12,6,1400.3400000000001,5,5,4,554
14744,16,7,1099.98,4,5,4,454
14745,113,5,1220.26,2,4,4,244
14747,249,1,328.2,1,1,2,112
14748,29,5,1415.75,4,4,4,444
14752,44,1,389.64000000000004,3,1,2,312
14753,87,1,563.15,2,1,3,213
14754,45,2,638.05,3,3,3,333
14755,10,11,5010.28,5,5,5,555
14756,15,1,738.96,4,1,3,413
14757,75,1,420.5,2,1,2,212
14758,145,4,1484.06,2,4,4,244
14759,5,3,1625.97,5,3,4,534
14760,297,1,89.2,1,1,1,111
14761,59,2,255.9,3,3,2,332
14762,264,1,300.52,1,1,2,112
14764,47,1,278.3,3,1,2,312
14765,29,3,254.11,4,3,2,432
14766,8,6,2473.37,5,5,5,555
14768,17,2,192.60000000000002,4,3,1,431
14769,3,8,10674.75,5,5,5,555
14770,232,2,876.4200000000001,1,3,3,133
14772,112,1,139.26,2,1,1,211
14775,58,3,1011.9,3,3,4,334
14776,51,11,2538.2999999999997,3,5,5,355
14778,127,2,730.86,2,3,3,233
14779,281,3,386.15,1,3,2,132
14780,55,2,447.68,3,3,2,332
14782,320,1,200.10000000000002,1,1,1,111
14784,26,2,289.99,4,3,2,432
14785,10,2,77.4,5,3,1,531
14788,7,2,679.44,5,3,3,533
14789,29,1,197.64,4,1,1,411
14790,17,4,745.06,4,4,3,443
14792,64,1,6.2,3,1,1,311
14793,21,1,228.99,4,1,1,411
14794,3,7,1319.91,5,5,4,554
14795,166,1,131.45000000000002,2,1,1,211
14796,1,17,8022.49,5,5,5,555
14798,53,3,173.74,3,3,1,331
14799,51,1,157.7,3,1,1,311
14800,48,12,4339.74,3,5,5,355
14801,61,1,193.14,3,1,1,311
14803,162,3,845.5500000000001,2,3,3,233
14804,9,1,353.27,5,1,2,512
14805,15,4,554.65,4,4,3,443
14806,75,1,193.39000000000001,2,1,1,211
14808,40,8,2741.17,3,5,5,355
14810,41,11,2087.88,3,5,5,355
14813,370,2,155.43,1,3,1,131
14815,37,2,778.5,3,3,3,333
14816,197,1,271.85,1,1,2,112
14817,200,2,1110.34,1,3,4,134
14818,74,3,657.8,2,3,3,233
14819,64,2,272.07,3,3,2,332
14820,21,4,507.29,4,4,3,443
14821,367,1,48.800000000000004,1,1,1,111
14823,180,3,321.43,1,3,2,132
14824,10,4,1127.71,5,4,4,544
14825,4,12,2226.9100000000003,5,5,5,555
14828,197,3,2139.76,1,3,5,135
14829,29,4,697.55,4,4,3,443
14830,53,1,197.13,3,1,1,311
14834,18,6,1720.3,4,5,4,454
14836,10,3,102.45,5,3,1,531
14837,90,4,1649.5,2,4,4,244
14840,268,1,62.85,1,1,1,111
14841,53,6,3295.76,3,5,5,355
14842,44,4,2824.69,3,4,5,345
14844,64,4,3189.81,3,4,5,345
14847,149,1,309.40000000000003,2,1,2,212
14849,22,25,7930.54,4,5,5,455
14850,312,1,325.75,1,1,2,112
14851,23,2,511.35,4,3,3,433
14852,58,6,2836.69,3,5,5,355
14853,24,2,475.8,4,3,2,432
14854,78,7,2759.83,2,5,5,255
14855,119,2,645.65,2,3,3,233
14856,36,3,1311.38,3,3,4,334
14857,60,2,1173.1200000000001,3,3,4,334
14859,13,4,1353.74,5,4,4,544
14860,19,1,170.32,4,1,1,411
14861,52,1,125.79,3,1,1,311
14862,26,2,841.2,4,3,3,433
14863,29,1,266.76,4,1,2,412
14865,7,2,52.2,5,3,1,531
14866,11,12,14389.9,5,5,5,555
14867,186,3,710.28,1,3,3,133
14868,3,8,2953.59,5,5,5,555
14869,9,2,725.7,5,3,3,533
14870,262,1,327.25,1,1,2,112
14871,3,4,522.38,5,4,3,543
14873,210,1,519.68,1,1,3,113
14875,108,2,1465.32,2,3,4,234
14878,13,9,1485.54,5,5,4,554
14880,77,3,706.19,2,3,3,233
14881,20,1,255.4,4,1,2,412
14882,27,2,589.7,4,3,3,433
14883,19,6,761.59,4,5,3,453
14885,132,1,765.3199999999999,2,1,3,213
14886,253,1,364.8,1,1,2,112
14887,79,1,1862.0,2,1,4,214
14888,207,1,369.2,1,1,2,112
14889,336,1,135.9,1,1,1,111
14890,254,1,125.65,1,1,1,111
14891,148,2,554.38,2,3,3,233
14893,10,2,1237.8500000000001,5,3,4,534
14894,85,1,655.75,2,1,3,213
14895,8,20,11138.710000000001,5,5,5,555
14896,205,2,468.77000000000004,1,3,2,132
14897,8,4,1366.38,5,4,4,544
14898,23,6,1303.52,4,5,4,454
14901,11,9,1421.29,5,5,4,554
14902,26,1,332.66,4,1,2,412
14903,21,5,2810.63,4,4,5,445
14904,2,2,1025.44,5,3,4,534
14905,158,2,616.15,2,3,3,233
14907,3,7,3501.1,5,5,5,555
14908,74,1,277.8,2,1,2,212
14910,3,4,434.35,5,4,2,542
14911,1,201,143825.06,5,5,5,555
14912,17,2,867.85,4,3,3,433
14913,36,4,1227.43,3,4,4,344
14915,91,2,307.48,2,3,2,232
14916,71,4,1268.98,3,4,4,344
14918,116,2,1610.15,2,3,4,234
14920,213,2,977.77,1,3,4,134
14921,30,2,1316.07,4,3,4,434
14923,51,1,749.1,3,1,3,313
14924,246,1,310.05,1,1,2,112
14929,32,1,223.88,4,1,1,411
14930,109,3,2372.86,2,3,5,235
14931,5,5,1257.68,5,4,4,544
14932,366,1,363.53,1,1,2,112
14934,82,2,1890.94,2,3,4,234
14935,297,1,1784.71,1,1,4,114
14936,34,8,8137.02,3,5,5,355
14937,57,3,1621.88,3,3,4,334
14944,30,12,5900.25,4,5,5,455
14946,14,1,100.9,4,1,1,411
14947,72,2,290.82,3,3,2,332
14948,23,6,1101.97,4,5,4,454
14950,19,1,371.2,4,1,2,412
14951,79,1,311.69,2,1,2,212
14952,60,11,8099.49,3,5,5,355
14953,25,1,289.82,4,1,2,412
14954,12,1,336.17,5,1,2,512
14957,253,1,58.49,1,1,1,111
14958,147,3,499.68,2,3,3,233
14959,64,4,695.42,3,4,3,343
14960,8,2,221.27,5,3,1,531
14961,11,9,7044.68,5,5,5,555
14962,271,1,126.7,1,1,1,111
14963,10,5,1487.8,5,4,4,544
14964,247,1,206.21,1,1,1,111
14965,96,2,599.0,2,3,3,233
14966,15,1,191.32,4,1,1,411
14967,50,1,463.8,3,1,2,312
14968,30,1,147.59,4,1,1,411
14970,68,4,1592.06,3,4,4,344
14971,35,3,1116.57,3,3,4,334
14972,128,1,114.77,2,1,1,211
14973,107,3,1314.45,2,3,4,234
14974,37,1,114.39,3,1,1,311
14975,57,1,279.94,3,1,2,312
14976,57,7,790.86,3,5,3,353
14978,72,5,1931.42,3,4,4,344
14981,246,1,102.12,1,1,1,111
14984,19,2,213.27,4,3,1,431
14985,198,2,296.75,1,3,2,132
14987,16,2,326.4,4,3,2,432
14988,212,1,334.54,1,1,2,112
14995,39,2,233.23000000000002,3,3,1,331
14997,46,3,546.1999999999999,3,3,3,333
14998,170,2,429.87,2,3,2,232
15000,48,1,490.52,3,1,3,313
15002,116,4,1641.76,2,4,4,244
15004,147,1,1246.32,2,1,4,214
15005,16,28,6316.57,4,5,5,455
15006,51,1,502.09,3,1,3,313
15007,159,1,156.91,2,1,1,211
15009,12,3,1261.78,5,3,4,534
15010,36,1,308.94,3,1,2,312
15012,54,2,423.04,3,3,2,332
15014,43,2,260.17,3,3,2,332
15016,173,1,170.04,2,1,1,211
15017,34,1,125.58,3,1,1,311
15018,39,3,496.21,3,3,3,333
15019,267,1,266.0,1,1,2,112
15021,9,9,1914.82,5,5,4,554
15022,12,4,905.04,5,4,3,543
15023,3,11,6802.76,5,5,5,555
15024,10,10,1661.33,5,5,4,554
15025,33,1,377.01,4,1,2,412
15026,80,3,469.0,2,3,2,232
15027,31,4,1066.15,4,4,4,444
15028,8,4,627.13,5,4,3,543
15030,72,2,518.28,3,3,3,333
15031,4,4,668.14,5,4,3,543
15032,256,3,4959.1,1,3,5,135
15033,5,10,2586.67,5,5,5,555
15034,16,8,4308.61,4,5,5,455
15035,90,1,252.73000000000002,2,1,2,212
15036,72,3,465.55,3,3,2,332
15038,59,6,705.49,3,5,3,353
15039,10,47,19914.44,5,5,5,555
15041,170,1,180.35,2,1,1,211
15042,199,1,135.93,1,1,1,111
15043,31,1,537.0,4,1,3,413
15044,19,17,7700.2300000000005,4,5,5,455
15045,152,2,735.66,2,3,3,233
15046,9,15,5213.7699999999995,5,5,5,555
15047,270,1,343.62,1,1,2,112
15048,65,4,384.05,3,4,2,342
15049,274,1,121.17000000000002,1,1,1,111
15050,25,3,1782.09,4,3,4,434
15051,23,3,1391.61,4,3,4,434
15052,319,1,215.78,1,1,1,111
15053,5,3,697.79,5,3,3,533
15054,12,2,302.1,5,3,2,532
15057,275,2,1489.5,1,3,4,134
15058,25,11,2124.99,4,5,5,455
15059,41,9,1337.72,3,5,4,354
15060,8,4,303.09000000000003,5,4,2,542
15061,4,48,54534.14,5,5,5,555
15062,71,4,987.86,3,4,4,344
15063,213,1,370.79999999999995,1,1,2,112
15065,38,4,3158.13,3,4,5,345
15066,53,1,893.59,3,1,3,313
15067,78,3,1744.76,2,3,4,234
15068,46,2,553.36,3,3,3,333
15069,179,1,1109.53,2,1,4,214
15070,373,1,106.2,1,1,1,111
15071,94,2,982.07,2,3,4,234
15073,10,3,1043.41,5,3,4,534
15074,105,1,748.87,2,1,3,213
15075,78,1,773.03,2,1,3,213
15076,173,1,880.85,2,1,3,213
15078,7,32,9743.11,5,5,5,555
15079,213,4,895.61,1,4,3,143
15081,22,5,504.8,4,4,3,443
15083,257,1,88.2,1,1,1,111
15087,282,1,306.94,1,1,2,112
15088,21,2,1160.07,4,3,4,434
15089,10,6,2420.84,5,5,5,555
15090,308,1,381.32,1,1,2,112
15091,68,1,480.71,3,1,2,312
15092,215,2,457.81,1,3,2,132
15093,18,6,4597.02,4,5,5,455
15095,104,4,1370.6000000000001,2,4,4,244
15096,43,1,219.39000000000001,3,1,1,311
15097,4,1,248.08,5,1,1,511
15098,182,3,39916.5,1,3,5,135
15099,84,1,410.48,2,1,2,212
15100,334,3,876.0,1,3,3,133
15101,9,2,317.53000000000003,5,3,2,532
15103,31,2,703.36,4,3,3,433
15104,197,2,1027.44,1,3,4,134
15105,18,7,2298.93,4,5,5,455
15106,18,5,1422.52,4,4,4,444
15107,311,6,319.5,1,5,2,152
15108,142,4,1300.25,2,4,4,244
15109,246,1,484.95,1,1,2,112
15110,24,4,996.1,4,4,4,444
15111,29,3,1567.48,4,3,4,434
15113,10,3,3609.33,5,3,5,535
15114,30,10,2760.56,4,5,5,455
15115,18,1,340.11,4,1,2,412
15116,18,4,1352.75,4,4,4,444
15117,15,5,1551.78,4,4,4,444
15118,134,1,244.8,2,1,1,211
15119,246,1,266.4,1,1,2,112
15120,134,1,358.82,2,1,2,212
15121,50,2,457.72,3,3,2,332
15122,114,3,1633.78,2,3,4,234
15123,7,2,2199.31,5,3,5,535
15124,23,2,184.19,4,3,1,431
15125,25,15,11528.48,4,5,5,455
15127,66,1,406.53000000000003,3,1,2,312
15128,60,4,1471.0,3,4,4,344
15129,50,11,3447.4,3,5,5,355
15130,170,1,330.11,2,1,2,212
15132,18,5,977.9300000000001,4,4,4,444
15133,128,3,982.42,2,3,4,234
15134,15,8,1387.99,4,5,4,454
15135,239,1,139.05,1,1,1,111
15136,3,4,1286.7,5,4,4,544
15139,240,2,178.96,1,3,1,131
15140,52,7,2354.25,3,5,5,355
15142,46,1,498.74,3,1,3,313
15143,226,1,259.45,1,1,2,112
15144,8,17,6580.4400000000005,5,5,5,555
15145,4,4,1194.73,5,4,4,544
15146,165,2,1327.16,2,3,4,234
15147,240,1,623.5,1,1,3,113
15148,11,1,301.29,5,1,2,512
15149,134,1,520.8000000000001,2,1,3,213
15150,17,10,5314.47,4,5,5,455
15152,10,13,4745.69,5,5,5,555
15153,31,1,329.25,4,1,2,412
15154,75,1,296.42,2,1,2,212
15156,1,3,961.49,5,3,4,534
15157,4,3,1936.07,5,3,4,534
15158,45,1,401.40000000000003,3,1,2,312
15159,2,30,18641.010000000002,5,5,5,555
15160,357,1,158.16,1,1,1,111
15163,18,2,304.47,4,3,2,432
15164,69,3,843.05,3,3,3,333
15165,373,1,487.75,1,1,2,112
15167,321,1,163.0,1,1,1,111
15168,26,1,106.56,4,1,1,411
15171,331,1,1289.5,1,1,4,114
15172,9,5,1624.05,5,4,4,544
15174,323,1,135.75,1,1,1,111
15175,72,1,224.14,3,1,1,311
15178,260,1,40.5,1,1,1,111
15179,18,5,2206.9500000000003,4,4,5,445
15180,367,1,87.5,1,1,1,111
15181,66,3,689.48,3,3,3,333
15182,154,2,622.85,2,3,3,233
15184,29,2,406.76,4,3,2,432
15185,70,1,310.62,3,1,2,312
15186,14,2,411.41,4,3,2,432
15187,2,16,4777.18,5,5,5,555
15189,1,41,16225.39,5,5,5,555
15192,120,3,1044.32,2,3,4,234
15193,61,1,499.32,3,1,3,313
15194,3,15,7616.53,5,5,5,555
15195,3,1,3861.0,5,1,5,515
15197,11,3,1079.61,5,3,4,534
15198,92,2,193.64,2,3,1,231
15199,59,4,1268.7,3,4,4,344
15201,87,5,1236.54,2,4,4,244
15203,26,6,1827.8,4,5,4,454
15204,357,1,316.58,1,1,2,112
15205,85,2,653.24,2,3,3,233
15206,10,4,420.3,5,4,2,542
15208,1,5,870.12,5,4,3,543
15210,225,1,331.18,1,1,2,112
15211,60,2,894.4100000000001,3,3,3,333
15212,241,1,101.8,1,1,1,111
15213,319,2,328.35,1,3,2,132
15214,2,8,1661.44,5,5,4,554
